/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award	/award/award_category/winners./award/award_honor/award_winner	/people/person/place_of_birth
/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of	/dataworld/gardening_hint/split_to
/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/administrative_parent	/dataworld/gardening_hint/split_to
/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/capital	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/place_of_birth
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth
/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/music/artist/origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/spouse_s./people/marriage/location_of_ceremony	/base/aareas/schema/administrative_area/administrative_parent
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/film/actor/film./film/performance/film	/film/film/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/place_of_birth	/base/biblioness/bibs_location/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/people/person/places_lived./people/place_lived/location	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/country
/people/person/places_lived./people/place_lived/location	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/first_level_division_of
/people/person/places_lived./people/place_lived/location	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/biblioness/bibs_location/country
/people/person/places_lived./people/place_lived/location	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/aareas/schema/administrative_area/administrative_parent
/soccer/football_player/current_team./sports/sports_team_roster/team	/sports/sports_team/sport	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
/sports/pro_athlete/teams./sports/sports_team_roster/team	/sports/sports_team/sport	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country
/people/person/place_of_birth	/base/biblioness/bibs_location/state	/location/administrative_division/first_level_division_of
/award/award_winner/awards_won./award/award_honor/award_winner	/people/deceased_person/place_of_death	/location/administrative_division/country
/award/award_winner/awards_won./award/award_honor/award_winner	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/deceased_person/place_of_death	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/award/award_winner/awards_won./award/award_honor/award_winner	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/award	/award/award_category/nominees./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/award/award_winner/awards_won./award/award_honor/award_winner	/film/director/film	/film/film/runtime./film/film_cut/film_release_region
/people/person/place_of_birth	/film/film_subject/films	/film/film/country
/people/deceased_person/place_of_death	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/aareas/schema/administrative_area/administrative_parent
/people/deceased_person/place_of_death	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/biblioness/bibs_location/country
/people/deceased_person/place_of_death	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/country
/film/actor/film./film/performance/film	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
